index,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,y
0,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0
1,,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0
2,,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0
3,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0
4,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0
5,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0
6,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0
7,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0
8,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0
9,404.04163468409,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0
10,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0
11,,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0
12,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0
13,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0
14,,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0
15,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0
16,,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0
17,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0
18,,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0
19,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0
20,,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0
21,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0
22,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0
23,,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0
24,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0
